condition,prompt_id,beta_ratio,layers,target,answer,correct,semantic_drift,attention_entropy,answer_tokens,repeat_frac,coherence_proxy
layer_6,p016,0.35,6,Quinn-016 EV-4267,Quinn-016 hid the crimson marble under code EV-4267.,1,0.18410766124725342,0.32889099698513746,10,0.1,1.0
layer_6,p017,0.35,6,Hugo-017 AX-4484,Hugo-017 hid the obsidian cup under code AX-4484.,1,0.19390547275543213,0.3352230954915285,10,0.1,1.0
layer_6,p018,0.35,6,Nolan-018 DN-6556,Nolan-018 hid the brass telescope under code DN-6556.,1,0.20255780220031738,0.3352289358153939,10,0.1,1.0
layer_6,p019,0.35,6,Cora-019 BR-2716,Cora-019 hid the blue compass under code BR-2716.,1,0.200819730758667,0.3381310822442174,10,0.1,1.0
layer_6,p020,0.35,6,Basil-020 DN-2186,Basil-020 hid the copper lantern under code DN-2186.,1,0.21299755573272705,0.3339989138767123,10,0.1,1.0
layer_6,p021,0.35,6,Elena-021 EV-4906,Elena-021 hid the amber violin under code EV-4906.,1,0.2163940668106079,0.33547526225447655,10,0.1,1.0
layer_6,p022,0.35,6,Ada-022 AX-1251,Ada-022 hid the green hourglass under code AX-1251.,1,0.19641655683517456,0.3294832268729806,10,0.1,1.0
layer_6,p023,0.35,6,Elena-023 CY-1891,Elena-023 hid the obsidian cup under code CY-1891.,1,0.19662725925445557,0.3356187902390957,10,0.1,1.0
layer_7,p000,0.35,7,Kira-000 DN-1791,Kira-000,0,0.4820459485054016,0.33378722332417965,2,0.5,1.0
layer_7,p001,0.35,7,Silas-001 BR-2013,"Silas-001, BR-2013",1,0.3071237802505493,0.33385675493627787,4,0.25,1.0
layer_7,p002,0.35,7,Rhea-002 EV-1976,Rhea-002,0,0.44624561071395874,0.32977060601115227,2,0.5,1.0
layer_7,p003,0.35,7,Kira-003 CY-2199,"Kira-003
CY-2199",1,0.3991120457649231,0.33822374790906906,4,0.25,1.0
layer_7,p004,0.35,7,Cora-004 DN-2064,"Cora-004
DN-2064",1,0.3698662519454956,0.33276115264743567,4,0.25,1.0
layer_7,p005,0.35,7,Jules-005 BR-7519,"Jules-005
BR-7519",1,0.4143860340118408,0.3352229427546263,4,0.25,1.0
layer_7,p006,0.35,7,Cora-006 BR-4800,Cora-006,0,0.4334125518798828,0.32856351137161255,2,0.5,1.0
layer_7,p007,0.35,7,Rhea-007 DN-7536,"Rhea-007 hid the obsidian cup, and the code is DN-7536.",1,0.13945633172988892,0.3334266934543848,12,0.16666666666666666,1.0
layer_7,p008,0.35,7,Silas-008 EV-2662,Silas-008,0,0.3825826644897461,0.333007694222033,2,0.5,1.0
layer_7,p009,0.35,7,Pavel-009 AX-3361,Pavel-009,0,0.4999192953109741,0.33191749546676874,2,0.5,1.0
layer_7,p010,0.35,7,Felix-010 BR-9725,Felix-010,0,0.4243770241737366,0.3321663709357381,2,0.5,1.0
layer_7,p011,0.35,7,Tara-011 DN-6726,Tara-011,0,0.4549870491027832,0.33170517161488533,2,0.5,1.0
layer_7,p012,0.35,7,Dante-012 BR-8832,Dante-012,0,0.43305397033691406,0.3351850286126137,2,0.5,1.0
layer_7,p013,0.35,7,Elena-013 EV-8771,Elena-013,0,0.4513828158378601,0.33016867376863956,2,0.5,1.0
layer_7,p014,0.35,7,Hugo-014 CY-5249,Hugo-014,0,0.45744645595550537,0.33943457435816526,2,0.5,1.0
layer_7,p015,0.35,7,Pavel-015 AX-2011,Pavel-015,0,0.47942304611206055,0.332769644446671,2,0.5,1.0
layer_7,p016,0.35,7,Quinn-016 EV-4267,"Q-016
EV-4267",0,0.43543219566345215,0.32616040389984846,4,0.25,1.0
layer_7,p017,0.35,7,Hugo-017 AX-4484,Hugo-017 | AX-4484,1,0.37503284215927124,0.33295369800180197,4,0.25,1.0
layer_7,p018,0.35,7,Nolan-018 DN-6556,"Nolan-018
DN-6556",1,0.3752896785736084,0.3355280300602317,4,0.25,1.0
layer_7,p019,0.35,7,Cora-019 BR-2716,"Cora-019
BR-2716",1,0.3824634552001953,0.33725898060947657,4,0.25,1.0
layer_7,p020,0.35,7,Basil-020 DN-2186,Basil-020,0,0.48354625701904297,0.33597912918776274,2,0.5,1.0
layer_7,p021,0.35,7,Elena-021 EV-4906,Elena-021,0,0.4674995541572571,0.33445225562900305,2,0.5,1.0
layer_7,p022,0.35,7,Ada-022 AX-1251,"Ada-022
AX-1251",1,0.4518415927886963,0.3303953390568495,4,0.25,1.0
layer_7,p023,0.35,7,Elena-023 CY-1891,Elena-023 | CY-1891,1,0.38005053997039795,0.3358221026137471,4,0.25,1.0
layer_8,p000,0.35,8,Kira-000 DN-1791,Kira-000,0,0.4812430143356323,0.33204554580152035,2,0.5,1.0
layer_8,p001,0.35,8,Silas-001 BR-2013,"Silas-001
BR-2013",1,0.3793611526489258,0.3317913906648755,4,0.25,1.0
layer_8,p002,0.35,8,Rhea-002 EV-1976,Rhea-002,0,0.454608678817749,0.32948793191462755,2,0.5,1.0
layer_8,p003,0.35,8,Kira-003 CY-2199,Kira-003,0,0.4526442289352417,0.33583763893693686,2,0.5,1.0
layer_8,p004,0.35,8,Cora-004 DN-2064,Cora-004,0,0.44637346267700195,0.33285896945744753,2,0.5,1.0
layer_8,p005,0.35,8,Jules-005 BR-7519,Jules-005,0,0.4728020429611206,0.333686301484704,2,0.5,1.0
layer_8,p006,0.35,8,Cora-006 BR-4800,Cora-006,0,0.45247137546539307,0.3282727934420109,2,0.5,1.0
layer_8,p007,0.35,8,Rhea-007 DN-7536,Rhea-007,0,0.45277416706085205,0.33207053039222956,2,0.5,1.0
layer_8,p008,0.35,8,Silas-008 EV-2662,Silas-008,0,0.3891528248786926,0.33176266588270664,2,0.5,1.0
layer_8,p009,0.35,8,Pavel-009 AX-3361,Pavel-009,0,0.5077168643474579,0.3311522537842393,2,0.5,1.0
layer_8,p010,0.35,8,Felix-010 BR-9725,Felix-010,0,0.432012677192688,0.3338653165847063,2,0.5,1.0
layer_8,p011,0.35,8,Tara-011 DN-6726,Tara-011,0,0.4592089056968689,0.33039266243577003,2,0.5,1.0
layer_8,p012,0.35,8,Dante-012 BR-8832,Dante-012,0,0.4470168352127075,0.3322225911542773,2,0.5,1.0
layer_8,p013,0.35,8,Elena-013 EV-8771,Elena-013,0,0.46491217613220215,0.33065363112837076,2,0.5,1.0
layer_8,p014,0.35,8,Hugo-014 CY-5249,Hugo-014,0,0.45126402378082275,0.33697906602174044,2,0.5,1.0
layer_8,p015,0.35,8,Pavel-015 AX-2011,Pavel-015,0,0.4942735433578491,0.3323343265801668,2,0.5,1.0
layer_8,p016,0.35,8,Quinn-016 EV-4267,Quinn-016,0,0.4155306816101074,0.32683019433170557,2,0.5,1.0
layer_8,p017,0.35,8,Hugo-017 AX-4484,Hugo-017,0,0.45022261142730713,0.33203851990401745,2,0.5,1.0
layer_8,p018,0.35,8,Nolan-018 DN-6556,Nolan-018,0,0.4481015205383301,0.3316647242754698,2,0.5,1.0
layer_8,p019,0.35,8,Cora-019 BR-2716,Cora-019,0,0.43921828269958496,0.33768117241561413,2,0.5,1.0
layer_8,p020,0.35,8,Basil-020 DN-2186,Basil-020,0,0.5008583068847656,0.3335683401674032,2,0.5,1.0
layer_8,p021,0.35,8,Elena-021 EV-4906,Elena-021,0,0.48081254959106445,0.3330664513632655,2,0.5,1.0
layer_8,p022,0.35,8,Ada-022 AX-1251,Ada-022,0,0.5484446287155151,0.329682988114655,2,0.5,1.0
layer_8,p023,0.35,8,Elena-023 CY-1891,Elena-023,0,0.45883333683013916,0.3344486728310585,2,0.5,1.0
layer_9,p000,0.35,9,Kira-000 DN-1791,Kira-000,0,0.49516433477401733,0.3331683864817023,2,0.5,1.0
layer_9,p001,0.35,9,Silas-001 BR-2013,Silas-001,0,0.3840392231941223,0.3337361188605428,2,0.5,1.0
layer_9,p002,0.35,9,Rhea-002 EV-1976,Rhea-002,0,0.47362613677978516,0.32999552972614765,2,0.5,1.0
layer_9,p003,0.35,9,Kira-003 CY-2199,Kira-003,0,0.45924699306488037,0.33706685807555914,2,0.5,1.0
layer_9,p004,0.35,9,Cora-004 DN-2064,Cora-004,0,0.44971591234207153,0.3327264478430152,2,0.5,1.0
layer_9,p005,0.35,9,Jules-005 BR-7519,Jules-005,0,0.48241257667541504,0.3354472341015935,2,0.5,1.0
layer_9,p006,0.35,9,Cora-006 BR-4800,Cora-006,0,0.45468711853027344,0.3281329246237874,2,0.5,1.0
layer_9,p007,0.35,9,Rhea-007 DN-7536,Rhea-007,0,0.467082142829895,0.33294360246509314,2,0.5,1.0
layer_9,p008,0.35,9,Silas-008 EV-2662,Silas-008,0,0.39615023136138916,0.3319208575412631,2,0.5,1.0
layer_9,p009,0.35,9,Pavel-009 AX-3361,Pavel-009,0,0.5083514451980591,0.33122274931520224,2,0.5,1.0
layer_9,p010,0.35,9,Felix-010 BR-9725,Felix-010,0,0.44292402267456055,0.3333015711978078,2,0.5,1.0
layer_9,p011,0.35,9,Tara-011 DN-6726,Tara-011,0,0.4639892578125,0.3305965280160308,2,0.5,1.0
layer_9,p012,0.35,9,Dante-012 BR-8832,Dante-012,0,0.4416688084602356,0.3335558604449034,2,0.5,1.0
layer_9,p013,0.35,9,Elena-013 EV-8771,Elena-013,0,0.4621027112007141,0.33105417992919683,2,0.5,1.0
layer_9,p014,0.35,9,Hugo-014 CY-5249,Hugo-014,0,0.469174325466156,0.3379650516435504,2,0.5,1.0
layer_9,p015,0.35,9,Pavel-015 AX-2011,Pavel-015,0,0.4925647974014282,0.3333409233018756,2,0.5,1.0
layer_9,p016,0.35,9,Quinn-016 EV-4267,Quinn-016,0,0.428932785987854,0.3275202279910445,2,0.5,1.0
layer_9,p017,0.35,9,Hugo-017 AX-4484,Hugo-017,0,0.47285908460617065,0.33417972084134817,2,0.5,1.0
layer_9,p018,0.35,9,Nolan-018 DN-6556,Nolan-018,0,0.45390212535858154,0.332041853107512,2,0.5,1.0
layer_9,p019,0.35,9,Cora-019 BR-2716,Cora-019,0,0.4443396329879761,0.33983646612614393,2,0.5,1.0
layer_9,p020,0.35,9,Basil-020 DN-2186,Basil-020,0,0.5061416625976562,0.33445289824157953,2,0.5,1.0
layer_9,p021,0.35,9,Elena-021 EV-4906,Elena-021,0,0.4742303490638733,0.3349956786260009,2,0.5,1.0
layer_9,p022,0.35,9,Ada-022 AX-1251,Ada-022,0,0.5625333189964294,0.3302702670916915,2,0.5,1.0
layer_9,p023,0.35,9,Elena-023 CY-1891,Elena-023,0,0.45644843578338623,0.3353682067245245,2,0.5,1.0
layer_10,p000,0.35,10,Kira-000 DN-1791,Kira-000,0,0.505740225315094,0.32702947594225407,2,0.5,1.0
layer_10,p001,0.35,10,Silas-001 BR-2013,Silas-001,0,0.3913578987121582,0.3277034778147936,2,0.5,1.0
layer_10,p002,0.35,10,Rhea-002 EV-1976,Rhea-002,0,0.48010003566741943,0.3236404322087765,2,0.5,1.0
layer_10,p003,0.35,10,Kira-003 CY-2199,Kira-003,0,0.470119833946228,0.331029599532485,2,0.5,1.0
layer_10,p004,0.35,10,Cora-004 DN-2064,Cora-004,0,0.464125394821167,0.32708378974348307,2,0.5,1.0
layer_10,p005,0.35,10,Jules-005 BR-7519,Jules-005,0,0.4738583564758301,0.3294978095218539,2,0.5,1.0
layer_10,p006,0.35,10,Cora-006 BR-4800,Cora-006,0,0.46891987323760986,0.3232477540150285,2,0.5,1.0
layer_10,p007,0.35,10,Rhea-007 DN-7536,R-007,0,0.5603841245174408,0.32696185540407896,2,0.5,1.0
layer_10,p008,0.35,10,Silas-008 EV-2662,008,0,0.6170632839202881,0.32716158870607615,1,1.0,0.0
layer_10,p009,0.35,10,Pavel-009 AX-3361,Pavel-009,0,0.5282273590564728,0.32552803214639425,2,0.5,1.0
layer_10,p010,0.35,10,Felix-010 BR-9725,Felix-010,0,0.4410285949707031,0.3274076022207737,2,0.5,1.0
layer_10,p011,0.35,10,Tara-011 DN-6726,Tara-011,0,0.4885517954826355,0.3247895035892725,2,0.5,1.0
layer_10,p012,0.35,10,Dante-012 BR-8832,Dante-012,0,0.4613613486289978,0.32781320065259933,2,0.5,1.0
layer_10,p013,0.35,10,Elena-013 EV-8771,Elena-013,0,0.47607696056365967,0.32510867435485125,2,0.5,1.0
layer_10,p014,0.35,10,Hugo-014 CY-5249,"Hugo-014, CY-5249",1,0.36408472061157227,0.3316896902397275,4,0.25,1.0
layer_10,p015,0.35,10,Pavel-015 AX-2011,Pavel-015,0,0.5149215459823608,0.32792495656758547,2,0.5,1.0
layer_10,p016,0.35,10,Quinn-016 EV-4267,Q-016,0,0.5402085781097412,0.32223448343575,2,0.5,1.0
layer_10,p017,0.35,10,Hugo-017 AX-4484,Hugo-017,0,0.4770658016204834,0.32761087734252214,2,0.5,1.0
layer_10,p018,0.35,10,Nolan-018 DN-6556,Nolan-018,0,0.4689309597015381,0.32586852088570595,2,0.5,1.0
layer_10,p019,0.35,10,Cora-019 BR-2716,Cora-019,0,0.45035743713378906,0.33309576846659184,2,0.5,1.0
layer_10,p020,0.35,10,Basil-020 DN-2186,Basil-020,0,0.5046600699424744,0.328855250030756,2,0.5,1.0
layer_10,p021,0.35,10,Elena-021 EV-4906,Elena-021,0,0.48767638206481934,0.3282520407810807,2,0.5,1.0
layer_10,p022,0.35,10,Ada-022 AX-1251,Ada-022,0,0.5818291306495667,0.32417065650224686,2,0.5,1.0
layer_10,p023,0.35,10,Elena-023 CY-1891,Elena-023,0,0.46595388650894165,0.329179379157722,2,0.5,1.0
layer_11,p000,0.35,11,Kira-000 DN-1791,"Kira-000, DN-1791",1,0.3878016471862793,0.32613445445895195,4,0.25,1.0
layer_11,p001,0.35,11,Silas-001 BR-2013,"Silas-001, BR-2013",1,0.3264092803001404,0.3263886799104512,4,0.25,1.0
layer_11,p002,0.35,11,Rhea-002 EV-1976,"Rhea-002, EV-1976",1,0.3602856993675232,0.32211493980139494,4,0.25,1.0
layer_11,p003,0.35,11,Kira-003 CY-2199,"Kira-003, CY-2199",1,0.3580719232559204,0.3297929437831044,4,0.25,1.0
layer_11,p004,0.35,11,Cora-004 DN-2064,"Cora-004 
DN-2064",1,0.38289618492126465,0.3254429758526385,4,0.25,1.0
layer_11,p005,0.35,11,Jules-005 BR-7519,Jules-005,0,0.48740506172180176,0.3285609195008874,2,0.5,1.0
layer_11,p006,0.35,11,Cora-006 BR-4800,"Cora-006, BR-4800",1,0.3633062243461609,0.32062713988125324,4,0.25,1.0
layer_11,p007,0.35,11,Rhea-007 DN-7536,Rhea-007,0,0.47002506256103516,0.32643099734559655,2,0.5,1.0
layer_11,p008,0.35,11,Silas-008 EV-2662,Silas-008,0,0.4042450189590454,0.3251649523153901,2,0.5,1.0
layer_11,p009,0.35,11,Pavel-009 AX-3361,"Pavel-009, AX-3361",1,0.39448630809783936,0.3231824613176286,4,0.25,1.0
layer_11,p010,0.35,11,Felix-010 BR-9725,Felix-010,0,0.43941736221313477,0.326054944191128,2,0.5,1.0
layer_11,p011,0.35,11,Tara-011 DN-6726,Tara-011,0,0.47042614221572876,0.3232327946461737,2,0.5,1.0
layer_11,p012,0.35,11,Dante-012 BR-8832,Dante-012,0,0.44288063049316406,0.32656612899154425,2,0.5,1.0
layer_11,p013,0.35,11,Elena-013 EV-8771,Elena-013 - EV-8771,1,0.4057157039642334,0.3228099849075079,4,0.25,1.0
layer_11,p014,0.35,11,Hugo-014 CY-5249,"Hugo-014, CY-5249",1,0.3486943244934082,0.3307060794904828,4,0.25,1.0
layer_11,p015,0.35,11,Pavel-015 AX-2011,Pavel-015,0,0.49270784854888916,0.32662999257445335,2,0.5,1.0
layer_11,p016,0.35,11,Quinn-016 EV-4267,Quinn-016,0,0.42848050594329834,0.32047138223424554,2,0.5,1.0
layer_11,p017,0.35,11,Hugo-017 AX-4484,"Hugo-017, AX-4484",1,0.3517720103263855,0.32637725211679935,4,0.25,1.0
layer_11,p018,0.35,11,Nolan-018 DN-6556,"Nolan-018, DN-6556",1,0.3440929651260376,0.32451263535767794,4,0.25,1.0
layer_11,p019,0.35,11,Cora-019 BR-2716,"Cora-019, BR-2716",1,0.3392939567565918,0.3316992921754718,4,0.25,1.0
layer_11,p020,0.35,11,Basil-020 DN-2186,Basil-020,0,0.49769699573516846,0.32728129578754306,2,0.5,1.0
layer_11,p021,0.35,11,Elena-021 EV-4906,Elena-021,0,0.4737664461135864,0.32669569132849574,2,0.5,1.0
layer_11,p022,0.35,11,Ada-022 AX-1251,"Ada-022, AX-1251",1,0.384787380695343,0.32275299821048975,4,0.25,1.0
layer_11,p023,0.35,11,Elena-023 CY-1891,Elena-023,0,0.4531254768371582,0.32768659060820937,2,0.5,1.0
layer_12,p000,0.35,12,Kira-000 DN-1791,"Kira-000
DN-1791",1,0.45849382877349854,0.3234422120731324,4,0.25,1.0
layer_12,p001,0.35,12,Silas-001 BR-2013,"Silas-001, BR-2013",1,0.37166452407836914,0.3254671045579016,4,0.25,1.0
layer_12,p002,0.35,12,Rhea-002 EV-1976,"Rhea-002
EV-1976",1,0.44749486446380615,0.3212262208107859,4,0.25,1.0
layer_12,p003,0.35,12,Kira-003 CY-2199,Kira-003 (CY-2199),1,0.43192338943481445,0.3287987431976944,4,0.25,1.0
layer_12,p004,0.35,12,Cora-004 DN-2064,"Cora-004
DN-2064",1,0.43906497955322266,0.3247531212400645,4,0.25,1.0
layer_12,p005,0.35,12,Jules-005 BR-7519,"Jules-005
BR-7519",1,0.47260189056396484,0.3269315264187753,4,0.25,1.0
layer_12,p006,0.35,12,Cora-006 BR-4800,"Cora-006, BR-4800",1,0.4199634790420532,0.32018636516295373,4,0.25,1.0
layer_12,p007,0.35,12,Rhea-007 DN-7536,"Rhea-007
DN-7536",1,0.44417816400527954,0.3241627821698785,4,0.25,1.0
layer_12,p008,0.35,12,Silas-008 EV-2662,"Silas-008
EV-2662",1,0.4102550745010376,0.32322355965152383,4,0.25,1.0
layer_12,p009,0.35,12,Pavel-009 AX-3361,"Pavel-009
AX-3361",1,0.4938768148422241,0.3218489997088909,4,0.25,1.0
layer_12,p010,0.35,12,Felix-010 BR-9725,"Felix-010
BR-9725",1,0.4529675245285034,0.32416766695678234,4,0.25,1.0
layer_12,p011,0.35,12,Tara-011 DN-6726,Tara-011,0,0.5174052715301514,0.3214373372029513,2,0.5,1.0
layer_12,p012,0.35,12,Dante-012 BR-8832,"Dante-012
BR-8832",1,0.49589812755584717,0.32454790570773184,4,0.25,1.0
layer_12,p013,0.35,12,Elena-013 EV-8771,Elena-013  EV-8771,1,0.44398605823516846,0.3217560281045735,4,0.25,1.0
layer_12,p014,0.35,12,Hugo-014 CY-5249,Hugo-014  CY-5249,1,0.4273463487625122,0.3293273369781673,4,0.25,1.0
layer_12,p015,0.35,12,Pavel-015 AX-2011,Pavel-015,0,0.5311500430107117,0.3245141804218292,2,0.5,1.0
layer_12,p016,0.35,12,Quinn-016 EV-4267,"Quinn-016
EV-4267",1,0.41844624280929565,0.3190331170335412,4,0.25,1.0
layer_12,p017,0.35,12,Hugo-017 AX-4484,"Hugo-017
AX-4484",1,0.4524259567260742,0.32496924395672977,4,0.25,1.0
layer_12,p018,0.35,12,Nolan-018 DN-6556,"Nolan-018
DN-6556",1,0.43838733434677124,0.32360494672320783,4,0.25,1.0
layer_12,p019,0.35,12,Cora-019 BR-2716,"Cora-019
BR-2716",1,0.45872610807418823,0.3301533421035856,4,0.25,1.0
layer_12,p020,0.35,12,Basil-020 DN-2186,Basil-020,0,0.5343249142169952,0.32517097634263337,2,0.5,1.0
layer_12,p021,0.35,12,Elena-021 EV-4906,"Elena-021
EV-4906",1,0.46716004610061646,0.3240959793329239,4,0.25,1.0
layer_12,p022,0.35,12,Ada-022 AX-1251,"Ada-022
AX-1251",1,0.5049789249897003,0.32117015519179404,4,0.25,1.0
layer_12,p023,0.35,12,Elena-023 CY-1891,"Elena-023
CY-1891",1,0.45739561319351196,0.32604141044430435,4,0.25,1.0
layer_13,p000,0.35,13,Kira-000 DN-1791,"Kira-000
DN-1791",1,0.4766377806663513,0.33362322859466076,4,0.25,1.0
layer_13,p001,0.35,13,Silas-001 BR-2013,Silas-001 - BR-2013,1,0.40108782052993774,0.33440696727484465,4,0.25,1.0
layer_13,p002,0.35,13,Rhea-002 EV-1976,"Rhea-002, EV-1976",1,0.41648638248443604,0.33053563069552183,4,0.25,1.0
layer_13,p003,0.35,13,Kira-003 CY-2199,Kira-003 - CY-2199,1,0.4556429982185364,0.33808834571391344,4,0.25,1.0
layer_13,p004,0.35,13,Cora-004 DN-2064,"Cora-004
DN-2064",1,0.4472999572753906,0.3332001892849803,4,0.25,1.0
layer_13,p005,0.35,13,Jules-005 BR-7519,"Jules-005
BR-7519",1,0.4790266156196594,0.3361091138795018,4,0.25,1.0
layer_13,p006,0.35,13,Cora-006 BR-4800,"Cora-006, BR-4800",1,0.42907339334487915,0.3291184208355844,4,0.25,1.0
layer_13,p007,0.35,13,Rhea-007 DN-7536,Rhea-007,0,0.4782966375350952,0.3341749459505081,2,0.5,1.0
layer_13,p008,0.35,13,Silas-008 EV-2662,Silas-008,0,0.4381387233734131,0.3338143527507782,2,0.5,1.0
layer_13,p009,0.35,13,Pavel-009 AX-3361,"Pavel-009, AX-3361",1,0.4577418565750122,0.3317368207499385,4,0.25,1.0
layer_13,p010,0.35,13,Felix-010 BR-9725,Felix-010 - BR-9725,1,0.42699098587036133,0.3340747728943825,4,0.25,1.0
layer_13,p011,0.35,13,Tara-011 DN-6726,Tara-011,0,0.5074229538440704,0.33145653177052736,2,0.5,1.0
layer_13,p012,0.35,13,Dante-012 BR-8832,Dante-012,0,0.4759451150894165,0.3345375061035156,2,0.5,1.0
layer_13,p013,0.35,13,Elena-013 EV-8771,Elena-013 - EV-8771,1,0.45858240127563477,0.3311182400211692,4,0.25,1.0
layer_13,p014,0.35,13,Hugo-014 CY-5249,Hugo-014 - CY-5249,1,0.4212857484817505,0.3396366201341152,4,0.25,1.0
layer_13,p015,0.35,13,Pavel-015 AX-2011,Pavel-015,0,0.5270229578018188,0.33446750696748495,2,0.5,1.0
layer_13,p016,0.35,13,Quinn-016 EV-4267,Quinn-016,0,0.4514200687408447,0.3281689118593931,2,0.5,1.0
layer_13,p017,0.35,13,Hugo-017 AX-4484,"Hugo-017, AX-4484",1,0.39449942111968994,0.3347571538761258,4,0.25,1.0
layer_13,p018,0.35,13,Nolan-018 DN-6556,"Nolan-018
DN-6556",1,0.43486106395721436,0.332561232149601,4,0.25,1.0
layer_13,p019,0.35,13,Cora-019 BR-2716,"Cora-019
BR-2716",1,0.4710087776184082,0.3394396584481001,4,0.25,1.0
layer_13,p020,0.35,13,Basil-020 DN-2186,Basil-020,0,0.527454137802124,0.33461281657218933,2,0.5,1.0
layer_13,p021,0.35,13,Elena-021 EV-4906,Elena-021 - EV-4906,1,0.46461302042007446,0.3340187221765518,4,0.25,1.0
layer_13,p022,0.35,13,Ada-022 AX-1251,"Ada-022, AX-1251",1,0.4841070771217346,0.3305006939917803,4,0.25,1.0
layer_13,p023,0.35,13,Elena-023 CY-1891,Elena-023 - CY-1891,1,0.4496217966079712,0.33553790394216776,4,0.25,1.0
layer_14,p000,0.35,14,Kira-000 DN-1791,"Kira-000
DN-1791",1,0.495693564414978,0.33339143078774214,4,0.25,1.0
layer_14,p001,0.35,14,Silas-001 BR-2013,"Silas-001, BR-2013",1,0.3729996085166931,0.33441408816725016,4,0.25,1.0
layer_14,p002,0.35,14,Rhea-002 EV-1976,"Rhea-002, EV-1976",1,0.4250696897506714,0.33092296961694956,4,0.25,1.0
layer_14,p003,0.35,14,Kira-003 CY-2199,"Kira-003, CY-2199",1,0.4064609408378601,0.33744402788579464,4,0.25,1.0
layer_14,p004,0.35,14,Cora-004 DN-2064,"Cora-004
DN-2064",1,0.44652223587036133,0.3336106101050973,4,0.25,1.0
layer_14,p005,0.35,14,Jules-005 BR-7519,"Jules-005
BR-7519",1,0.47207826375961304,0.3360933056101203,4,0.25,1.0
layer_14,p006,0.35,14,Cora-006 BR-4800,"Cora-006
BR-4800",1,0.4788200855255127,0.3293722402304411,4,0.25,1.0
layer_14,p007,0.35,14,Rhea-007 DN-7536,"Rhea-007
DN-7536",1,0.46927958726882935,0.3337970310822129,4,0.25,1.0
layer_14,p008,0.35,14,Silas-008 EV-2662,"Silas-008
EV-2662",1,0.4483524560928345,0.33380378875881433,4,0.25,1.0
layer_14,p009,0.35,14,Pavel-009 AX-3361,"Pavel-009
AX-3361",1,0.5319645404815674,0.33155331667512655,4,0.25,1.0
layer_14,p010,0.35,14,Felix-010 BR-9725,"Felix-010
BR-9725",1,0.4737841486930847,0.3335894290357828,4,0.25,1.0
layer_14,p011,0.35,14,Tara-011 DN-6726,Tar - 011,0,0.4332329034805298,0.3316508838906884,2,0.5,1.0
layer_14,p012,0.35,14,Dante-012 BR-8832,"Dante-012
BR-8832",1,0.5073724687099457,0.33387595787644386,4,0.25,1.0
layer_14,p013,0.35,14,Elena-013 EV-8771,E Elena-013,0,0.46801602840423584,0.3321308773010969,3,0.3333333333333333,1.0
layer_14,p014,0.35,14,Hugo-014 CY-5249,"Hugo-014, CY-5249",1,0.40131115913391113,0.33861588314175606,4,0.25,1.0
layer_14,p015,0.35,14,Pavel-015 AX-2011,"Pavel-015
AX-2011",1,0.5049945712089539,0.3342257160693407,4,0.25,1.0
layer_14,p016,0.35,14,Quinn-016 EV-4267,"Quinn-016
EV-4267",1,0.4352465271949768,0.32812886592000723,4,0.25,1.0
layer_14,p017,0.35,14,Hugo-017 AX-4484,"Hugo-017, AX-4484",1,0.40095704793930054,0.33448352478444576,4,0.25,1.0
layer_14,p018,0.35,14,Nolan-018 DN-6556,"Nolan-018
DN-6556",1,0.47748273611068726,0.3327969266101718,4,0.25,1.0
layer_14,p019,0.35,14,Cora-019 BR-2716,"Cora-019
BR-2716",1,0.4469618797302246,0.338856122456491,4,0.25,1.0
layer_14,p020,0.35,14,Basil-020 DN-2186,"Basil-020
DN-2186",1,0.46350544691085815,0.3343438860028982,4,0.25,1.0
layer_14,p021,0.35,14,Elena-021 EV-4906,"Elena-021
EV-4906",1,0.48523056507110596,0.3337262533605099,4,0.25,1.0
layer_14,p022,0.35,14,Ada-022 AX-1251,"Ada-022, AX-1251",1,0.46928977966308594,0.33072316087782383,4,0.25,1.0
layer_14,p023,0.35,14,Elena-023 CY-1891,"E Elena-023
CY-1891",1,0.4400368332862854,0.33557983953505754,5,0.2,1.0
layer_15,p000,0.35,15,Kira-000 DN-1791,"Kira-000
DN-1791",1,0.41101497411727905,0.3417033487930894,4,0.25,1.0
layer_15,p001,0.35,15,Silas-001 BR-2013,"Silas-001, BR-2013",1,0.3274376392364502,0.3425742220133543,4,0.25,1.0
layer_15,p002,0.35,15,Rhea-002 EV-1976,"Rhea-002
EV-1976",1,0.42460155487060547,0.33849099930375814,4,0.25,1.0
layer_15,p003,0.35,15,Kira-003 CY-2199,"Kira-003, CY-2199",1,0.34745872020721436,0.3460562974214554,4,0.25,1.0
layer_15,p004,0.35,15,Cora-004 DN-2064,"Cora-004
DN-2064",1,0.396817147731781,0.3418828509747982,4,0.25,1.0
layer_15,p005,0.35,15,Jules-005 BR-7519,"Jules-005
BR-7519",1,0.42599940299987793,0.34461762476712465,4,0.25,1.0
layer_15,p006,0.35,15,Cora-006 BR-4800,"Cora-006
BR-4800",1,0.4325513243675232,0.33728646114468575,4,0.25,1.0
layer_15,p007,0.35,15,Rhea-007 DN-7536,"Rhea-007
DN-7536",1,0.4044058322906494,0.34186328295618296,4,0.25,1.0
layer_15,p008,0.35,15,Silas-008 EV-2662,"Silas-008
EV-2662",1,0.3763481378555298,0.3416205896064639,4,0.25,1.0
